event_id,user_id,movie_id,date_id,device_type,watch_minutes,completion_pct,is_completed,rating_given
45530,764,363,20240331,Mobile,56.3,43.3,0,2.0
45531,675,519,20240612,Mobile,110.9,93.2,1,5.0
45532,2907,208,20240630,Smart TV,56.0,57.8,0,4.0
45533,918,296,20241009,Laptop,140.1,92.2,1,1.0
45534,1983,461,20240908,Smart TV,62.6,55.9,0,5.0
45535,145,518,20241216,Mobile,46.3,92.6,1,5.0
45536,2929,430,20240502,Mobile,12.0,27.9,0,1.0
45537,2339,492,20230603,Mobile,21.2,60.6,0,4.0
45538,1635,376,20240410,Laptop,104.1,62.7,0,5.0
45539,1151,129,20240909,Smart TV,24.7,41.9,0,1.0
45540,1824,244,20231206,Mobile,97.5,54.2,0,
45541,2467,261,20240831,Mobile,83.1,55.4,0,
45542,1377,187,20241006,Gaming Console,74.4,47.1,0,5.0
45543,810,551,20240902,Gaming Console,4.3,12.6,0,
45544,419,138,20240727,Smart TV,19.1,70.6,0,
45545,2610,306,20240418,Mobile,22.0,64.8,0,
45546,2339,477,20230204,Smart TV,9.3,23.3,0,2.0
45547,922,159,20240812,Tablet,43.0,35.8,0,2.0
45548,667,444,20241218,Mobile,71.2,59.8,0,2.0
45549,2522,576,20240520,Mobile,33.5,38.0,0,4.0
45550,2455,379,20240203,Gaming Console,60.7,51.0,0,
45551,252,542,20240322,Smart TV,39.6,77.6,0,
45552,474,294,20231016,Tablet,60.9,41.7,0,
45553,2806,492,20241117,Mobile,23.8,68.1,0,
45554,2143,249,20240817,Web Browser,21.2,51.8,0,1.0
45555,1455,521,20240218,Smart TV,84.4,80.3,0,2.0
45556,1303,588,20230515,Smart TV,52.9,97.9,1,2.0
45557,1676,486,20240423,Smart TV,19.6,43.6,0,3.0
45558,846,501,20241221,Mobile,7.9,15.9,0,4.0
45559,2760,342,20240714,Mobile,33.2,25.1,0,5.0
45560,270,67,20240629,Mobile,32.7,93.3,1,2.0
45561,221,543,20240622,Mobile,43.6,87.3,0,
45562,2106,85,20240601,Mobile,126.4,73.9,0,
45563,848,163,20241127,Smart TV,30.1,81.3,0,4.0
45564,2352,75,20241218,Mobile,2.0,5.3,0,2.0
45565,1751,267,20240206,Web Browser,91.4,65.8,0,5.0
45566,336,304,20241203,Gaming Console,17.6,17.4,0,
45567,2929,106,20240318,Mobile,87.2,78.6,0,
45568,2506,200,20241104,Laptop,12.5,48.1,0,
45569,1915,65,20240514,Smart TV,35.6,64.8,0,
45570,1796,68,20241130,Mobile,50.3,42.6,0,5.0
45571,2981,508,20241107,Mobile,34.7,30.9,0,3.0
45572,244,158,20241129,Smart TV,11.4,35.7,0,3.0
45573,2927,23,20240609,Smart TV,32.0,59.2,0,1.0
45574,469,130,20241123,Web Browser,26.0,81.1,0,1.0
45575,2392,263,20240731,Mobile,30.7,33.0,0,4.0
45576,721,293,20241005,Smart TV,122.7,80.7,0,1.0
45577,230,355,20241116,Mobile,45.2,38.3,0,
45578,794,549,20241212,Mobile,8.9,18.9,0,
45579,729,542,20240709,Tablet,47.6,93.4,1,1.0
45580,41,49,20240916,Tablet,65.3,43.9,0,
45581,1521,162,20240331,Tablet,168.2,97.2,1,5.0
45582,1692,177,20240918,Gaming Console,66.5,67.2,0,5.0
45583,848,158,20241220,Smart TV,5.4,17.0,0,2.0
45584,793,326,20240730,Mobile,2.7,7.5,0,5.0
45585,1537,588,20230511,Smart TV,18.9,35.0,0,1.0
45586,1254,191,20241108,Smart TV,85.8,64.5,0,2.0
45587,1584,196,20241118,Tablet,28.4,94.6,1,4.0
45588,760,268,20241216,Smart TV,129.8,84.3,0,
45589,240,423,20231017,Mobile,30.8,68.4,0,
45590,169,461,20241102,Mobile,65.9,58.9,0,4.0
45591,2807,350,20230607,Laptop,16.7,47.8,0,4.0
45592,2498,18,20240619,Web Browser,87.4,49.1,0,5.0
45593,1218,453,20240831,Smart TV,60.5,55.5,0,4.0
45594,884,515,20231109,Mobile,17.4,49.6,0,4.0
45595,279,310,20240202,Smart TV,50.0,83.3,0,2.0
45596,1039,354,20241207,Mobile,99.4,55.5,0,5.0
45597,346,138,20241206,Mobile,5.5,20.3,0,5.0
45598,2248,265,20240227,Smart TV,110.0,80.3,0,2.0
45599,1211,316,20240914,Smart TV,14.5,60.3,0,
45600,2222,274,20240727,Gaming Console,68.2,68.2,0,5.0
45601,742,328,20240312,Smart TV,75.4,73.2,0,3.0
45602,1009,272,20241213,Smart TV,44.3,27.7,0,4.0
45603,809,580,20241001,Smart TV,38.2,72.1,0,5.0
45604,2300,160,20241216,Web Browser,23.8,55.3,0,1.0
45605,2784,218,20231112,Mobile,109.4,79.9,0,
45606,925,420,20241228,Mobile,8.1,17.2,0,
45607,1445,532,20240525,Mobile,123.5,79.7,0,2.0
45608,2780,205,20241125,Smart TV,49.8,87.4,0,4.0
45609,679,223,20240314,Smart TV,104.3,75.6,0,1.0
45610,2761,180,20241001,Smart TV,21.0,19.6,0,5.0
45611,194,553,20240129,Smart TV,9.6,35.7,0,
45612,1109,136,20241223,Laptop,15.4,64.2,0,5.0
45613,1111,156,20230815,Mobile,18.0,64.4,0,4.0
45614,2747,525,20241120,Laptop,38.0,46.9,0,3.0
45615,1168,357,20230903,Mobile,16.6,78.9,0,5.0
45616,641,22,20230615,Web Browser,40.2,87.5,0,5.0
45617,110,522,20230721,Mobile,7.2,28.7,0,3.0
45618,382,153,20240717,Laptop,19.4,38.0,0,
45619,2792,2,20240409,Mobile,68.7,78.9,0,5.0
45620,942,125,20240305,Laptop,35.2,38.3,0,4.0
45621,2506,365,20241108,Laptop,116.5,80.9,0,
45622,2264,178,20240725,Laptop,39.0,24.1,0,3.0
45623,2999,368,20230407,Laptop,24.7,82.4,0,2.0
45624,45,360,20241130,Smart TV,35.3,88.4,0,4.0
45625,641,511,20230218,Smart TV,54.3,44.5,0,1.0
45626,243,352,20230829,Mobile,69.2,46.8,0,4.0
45627,916,587,20241215,Smart TV,25.1,20.2,0,2.0
45628,2144,478,20230731,Smart TV,47.9,33.5,0,
45629,2029,15,20240905,Tablet,97.5,66.3,0,5.0
45630,851,173,20241228,Gaming Console,41.4,39.5,0,
45632,421,372,20241016,Mobile,77.1,62.7,0,
45633,2300,214,20241226,Smart TV,2.8,6.3,0,2.0
45634,2952,214,20241012,Tablet,41.7,92.6,1,5.0
45635,2501,298,20240402,Mobile,90.7,92.5,1,2.0
45636,966,104,20241220,Smart TV,112.7,69.5,0,4.0
45637,2783,330,20240526,Smart TV,23.7,60.8,0,5.0
45638,434,576,20241118,Smart TV,81.1,92.1,1,
45639,2024,332,20241228,Laptop,37.5,34.4,0,2.0
45640,357,417,20241110,Mobile,34.8,99.5,1,3.0
45641,2042,418,20241030,Smart TV,99.0,83.9,0,5.0
45642,2160,572,20241226,Smart TV,46.8,90.1,1,2.0
45643,1474,292,20240501,Mobile,16.2,33.7,0,4.0
45644,844,89,20231210,Laptop,36.0,36.0,0,
45645,1048,483,20240418,Smart TV,56.1,44.5,0,
45646,1512,581,20241217,Smart TV,94.0,77.7,0,3.0
45647,1497,460,20241106,Mobile,52.9,29.7,0,
45648,2679,219,20231129,Smart TV,110.6,74.7,0,5.0
45649,1424,402,20240611,Smart TV,139.5,84.5,0,1.0
45650,2672,325,20240317,Tablet,16.7,11.6,0,4.0
45651,1379,45,20240110,Smart TV,22.2,74.1,0,2.0
45652,1640,135,20240404,Mobile,19.3,66.7,0,4.0
45653,1185,167,20230910,Mobile,11.2,45.0,0,3.0
45654,2714,10,20241223,Laptop,92.3,93.2,1,4.0
45655,2574,254,20240925,Laptop,86.6,73.4,0,
45656,315,103,20241117,Web Browser,11.5,34.0,0,3.0
45657,2618,361,20240706,Smart TV,58.6,55.8,0,5.0
45658,1052,14,20241027,Mobile,4.6,8.9,0,5.0
45659,2624,401,20240831,Tablet,19.7,63.6,0,1.0
45660,154,554,20240701,Mobile,86.5,70.9,0,4.0
45661,1395,224,20241124,Mobile,45.0,47.3,0,1.0
45662,415,154,20240904,Tablet,61.9,41.6,0,5.0
45663,2157,48,20241114,Smart TV,13.2,13.1,0,5.0
45664,705,321,20230520,Tablet,17.5,16.4,0,4.0
45665,1403,600,20240925,Mobile,26.0,57.8,0,3.0
45666,2897,353,20241224,Tablet,35.7,25.5,0,
45667,1898,169,20240106,Gaming Console,65.2,72.4,0,
45668,2924,128,20241017,Smart TV,30.7,80.9,0,
45669,775,378,20240306,Smart TV,95.7,62.5,0,5.0
45670,1306,1,20241023,Tablet,44.3,92.3,1,
45671,2235,544,20241022,Tablet,156.2,93.5,1,4.0
45672,357,182,20241121,Smart TV,29.2,73.0,0,5.0
45673,1903,192,20240521,Smart TV,134.9,87.0,0,
45674,1546,319,20240921,Smart TV,10.5,17.5,0,1.0
45675,1434,275,20230819,Smart TV,98.6,70.4,0,4.0
45676,2954,212,20240703,Smart TV,12.1,40.2,0,4.0
45677,925,408,20241202,Mobile,113.1,76.9,0,
45678,2380,171,20240810,Web Browser,6.3,16.5,0,5.0
45679,181,203,20240909,Tablet,41.6,42.9,0,
45680,2895,269,20241226,Smart TV,55.8,93.0,1,2.0
45681,1522,554,20240527,Web Browser,34.5,28.3,0,
45682,1047,118,20231019,Smart TV,106.8,62.1,0,5.0
45683,568,425,20241107,Smart TV,102.1,74.5,0,
45684,1397,14,20231120,Laptop,27.3,52.5,0,
45685,224,298,20241107,Tablet,52.5,53.5,0,5.0
45686,466,117,20231124,Web Browser,16.2,35.9,0,
45687,1868,29,20240501,Mobile,37.0,44.1,0,
45688,2108,318,20240325,Tablet,22.9,46.7,0,
45689,854,166,20240413,Laptop,103.3,67.9,0,2.0
45690,1870,106,20240404,Smart TV,99.2,89.4,0,
45691,962,519,20240802,Smart TV,43.5,36.6,0,4.0
45692,601,450,20241202,Mobile,16.4,56.6,0,1.0
45693,1526,244,20240826,Laptop,135.4,75.2,0,
45694,466,516,20240919,Smart TV,51.3,35.9,0,
45695,2945,20,20240127,Smart TV,46.6,51.8,0,4.0
45696,1870,58,20240120,Smart TV,5.0,22.6,0,5.0
45697,853,169,20240922,Laptop,81.6,90.6,1,4.0
45698,1904,375,20241128,Laptop,71.4,53.3,0,5.0
45699,1888,497,20240523,Mobile,30.4,24.1,0,5.0
45700,2037,211,20241219,Gaming Console,84.6,60.0,0,3.0
45701,863,289,20240917,Mobile,32.2,32.9,0,
45702,860,437,20240201,Mobile,40.2,75.8,0,
45703,951,107,20241215,Smart TV,95.5,68.2,0,2.0
45704,2397,373,20241223,Mobile,111.5,82.6,0,
45705,691,585,20240311,Tablet,52.3,93.3,1,5.0
45706,1835,318,20240726,Tablet,28.2,57.6,0,
45707,947,25,20241022,Tablet,21.4,53.4,0,3.0
45708,1266,256,20241214,Smart TV,24.6,41.7,0,
45709,2189,336,20240623,Laptop,56.3,56.3,0,
45710,66,42,20240906,Tablet,25.5,77.3,0,
45711,290,517,20241008,Gaming Console,58.3,38.1,0,
45712,2654,131,20241025,Mobile,37.1,34.7,0,
45713,656,566,20241009,Smart TV,24.2,43.1,0,4.0
45714,1966,78,20241024,Laptop,65.7,76.4,0,2.0
45715,2181,464,20240613,Smart TV,101.2,88.8,0,5.0
45716,567,374,20241017,Mobile,8.2,14.0,0,1.0
45717,180,455,20241018,Tablet,32.5,28.5,0,
45718,2106,555,20240504,Tablet,69.7,53.2,0,5.0
45719,2712,162,20231030,Mobile,102.4,59.2,0,3.0
45720,2175,88,20240621,Mobile,97.2,66.1,0,
45721,1618,199,20240506,Gaming Console,77.8,46.6,0,2.0
45722,401,423,20241106,Smart TV,36.7,81.5,0,1.0
45723,2290,425,20240714,Tablet,98.4,71.8,0,
45724,216,277,20240725,Mobile,142.3,85.2,0,5.0
45725,2453,140,20240725,Laptop,40.2,75.8,0,
45726,1445,116,20230907,Smart TV,44.6,74.3,0,5.0
45727,1753,274,20240613,Tablet,53.4,53.4,0,3.0
45728,2660,598,20240929,Mobile,88.6,49.2,0,
45729,1348,555,20241125,Smart TV,109.6,83.7,0,3.0
45730,2508,88,20240830,Laptop,109.7,74.6,0,2.0
45731,2758,460,20240911,Web Browser,111.2,62.5,0,1.0
45732,641,382,20230418,Smart TV,26.0,86.5,0,1.0
45733,2817,466,20230413,Laptop,32.0,37.6,0,2.0
45734,2707,264,20241222,Smart TV,41.1,38.1,0,5.0
45735,1732,87,20240814,Laptop,104.3,94.0,1,4.0
45736,1107,97,20231221,Mobile,23.0,88.6,0,
45737,1228,491,20230803,Laptop,14.0,66.7,0,5.0
45738,815,510,20231118,Gaming Console,26.3,19.2,0,5.0
45739,853,579,20240615,Laptop,74.6,62.1,0,4.0
45740,801,450,20240227,Gaming Console,28.0,96.4,1,
45741,1837,150,20240812,Mobile,27.8,75.0,0,
45742,909,591,20240905,Tablet,37.4,44.1,0,
45743,2163,542,20241218,Mobile,34.3,67.3,0,5.0
45744,1715,488,20241227,Web Browser,56.7,46.1,0,5.0
45745,2198,207,20241130,Tablet,32.9,41.1,0,5.0
45746,441,407,20240905,Mobile,101.7,77.1,0,
45747,1584,465,20240918,Smart TV,52.7,95.8,1,5.0
45748,980,327,20240727,Mobile,94.0,65.3,0,3.0
45749,1851,325,20241118,Tablet,113.1,78.6,0,3.0
45750,1991,499,20241104,Laptop,52.1,53.7,0,4.0
45751,815,293,20240419,Gaming Console,6.1,4.0,0,1.0
45752,2532,472,20240610,Mobile,58.7,97.8,1,1.0
45753,2016,476,20241227,Mobile,106.3,94.1,1,2.0
45754,226,58,20241210,Mobile,7.4,33.7,0,2.0
45755,1566,200,20241128,Smart TV,2.8,10.7,0,
45756,2520,543,20230507,Laptop,16.7,33.4,0,
45757,2392,179,20230815,Smart TV,32.9,21.9,0,
45758,1002,278,20240408,Mobile,37.1,71.4,0,
45759,2894,146,20240909,Mobile,52.6,41.4,0,4.0
45760,1367,163,20240331,Mobile,7.2,19.4,0,3.0
45761,2928,442,20240310,Tablet,79.5,56.8,0,4.0
45762,1700,563,20231124,Gaming Console,23.1,77.0,0,5.0
45763,2994,483,20231006,Smart TV,48.4,38.4,0,
45764,1026,515,20231209,Smart TV,24.2,69.1,0,5.0
45765,757,360,20241228,Mobile,35.5,88.7,0,5.0
45766,492,384,20241011,Smart TV,47.6,37.2,0,3.0
45767,616,311,20231116,Gaming Console,75.6,66.3,0,4.0
45768,2304,296,20240912,Smart TV,25.3,16.7,0,1.0
45769,2379,240,20241104,Mobile,101.3,91.3,1,2.0
45770,2308,309,20240710,Mobile,26.5,77.8,0,5.0
45771,18,47,20241211,Mobile,53.7,54.8,0,5.0
45772,1285,222,20240114,Smart TV,10.9,30.3,0,2.0
45773,1182,176,20241214,Smart TV,110.5,69.1,0,1.0
45774,2331,121,20240719,Smart TV,123.1,88.5,0,5.0
45775,2575,346,20241227,Tablet,51.5,93.7,1,2.0
45776,2708,462,20240415,Mobile,18.0,72.0,0,5.0
45777,365,31,20240923,Gaming Console,26.5,58.8,0,2.0
45778,646,380,20241221,Mobile,8.9,40.5,0,
45779,760,292,20240729,Tablet,16.7,34.8,0,2.0
45780,1281,389,20241107,Smart TV,32.5,63.8,0,4.0
45781,1738,522,20240227,Smart TV,9.4,37.5,0,
45782,111,543,20240522,Mobile,32.1,64.2,0,
45783,1935,535,20231025,Smart TV,65.1,43.4,0,3.0
45784,980,265,20240726,Mobile,18.6,13.6,0,2.0
45785,1795,128,20241204,Laptop,24.3,63.9,0,5.0
45786,2013,481,20241203,Mobile,45.1,88.4,0,2.0
45787,652,353,20241227,Smart TV,69.6,49.7,0,
45788,360,357,20240224,Smart TV,10.9,52.0,0,5.0
45789,1155,42,20241028,Gaming Console,19.7,59.5,0,
45790,1588,307,20241114,Mobile,18.6,68.8,0,2.0
45791,2386,341,20241125,Gaming Console,93.6,52.9,0,1.0
45792,552,513,20240308,Mobile,113.3,66.3,0,
45793,2864,520,20240116,Mobile,68.3,61.0,0,1.0
45794,2771,443,20230323,Smart TV,19.5,24.3,0,4.0
45795,1696,161,20240415,Smart TV,70.8,42.9,0,1.0
45796,1998,324,20240607,Laptop,36.6,79.5,0,5.0
45797,1081,144,20241003,Tablet,26.7,62.1,0,
45798,2194,373,20240519,Mobile,103.9,77.0,0,3.0
45800,484,103,20240518,Smart TV,18.7,54.9,0,
45801,2982,523,20240429,Gaming Console,34.7,96.3,1,
45802,2487,526,20240721,Laptop,34.9,62.4,0,
45803,2373,303,20241128,Gaming Console,65.8,45.0,0,
45804,1511,36,20240914,Laptop,66.2,45.6,0,5.0
45805,1113,347,20230812,Smart TV,67.3,49.5,0,4.0
45806,1078,571,20240922,Mobile,34.6,72.2,0,5.0
45807,859,256,20241201,Gaming Console,57.2,97.0,1,
45808,1715,306,20240711,Gaming Console,20.9,61.4,0,3.0
45809,1118,127,20241210,Tablet,15.7,46.1,0,4.0
45810,2495,344,20241106,Smart TV,85.5,52.1,0,5.0
45811,1748,247,20240608,Mobile,42.0,72.5,0,1.0
45812,577,216,20240629,Web Browser,72.9,44.7,0,1.0
45813,1816,354,20240624,Mobile,20.0,11.2,0,1.0
45814,64,418,20240925,Smart TV,40.4,34.3,0,
45815,539,373,20240414,Laptop,87.6,64.9,0,
45816,859,85,20240920,Smart TV,89.6,52.4,0,1.0
45817,239,119,20240225,Tablet,8.9,20.7,0,1.0
45818,2336,218,20240709,Smart TV,68.6,50.0,0,2.0
45819,2456,221,20240214,Smart TV,51.9,64.9,0,
45820,305,12,20230913,Laptop,44.4,77.8,0,
45821,2188,537,20240111,Smart TV,61.7,49.4,0,1.0
45822,2284,490,20240824,Smart TV,56.2,66.1,0,1.0
45823,636,22,20240529,Mobile,17.9,39.0,0,1.0
45824,1224,556,20241228,Laptop,49.9,31.4,0,4.0
45825,2848,106,20240916,Web Browser,25.2,22.7,0,
45826,1629,253,20241214,Smart TV,13.5,54.2,0,4.0
45827,518,467,20241230,Smart TV,109.8,71.8,0,4.0
45828,2504,242,20240106,Laptop,19.6,37.8,0,2.0
45829,438,433,20240717,Laptop,61.7,45.1,0,2.0
45830,582,125,20240914,Mobile,52.2,56.7,0,
45831,651,241,20240904,Laptop,21.2,45.0,0,
45832,626,151,20240909,Mobile,59.4,53.0,0,5.0
45833,964,122,20240920,Mobile,9.8,34.9,0,3.0
45834,2975,292,20231121,Web Browser,45.1,93.9,1,5.0
45835,2711,539,20240905,Smart TV,28.2,70.4,0,
45836,138,81,20241226,Smart TV,32.3,54.8,0,1.0
45837,1938,57,20241225,Smart TV,165.0,92.2,1,5.0
45838,1645,147,20240304,Mobile,116.2,85.5,0,3.0
45839,1706,183,20241030,Laptop,66.9,79.7,0,
45840,369,370,20241028,Laptop,25.9,69.9,0,2.0
45841,1107,476,20240314,Smart TV,92.0,81.4,0,
45842,1903,271,20240416,Smart TV,6.2,29.6,0,4.0
45843,310,522,20240318,Smart TV,14.9,59.4,0,1.0
45844,308,514,20240920,Smart TV,14.7,61.3,0,2.0
45845,1654,554,20240320,Mobile,24.9,20.4,0,2.0
45846,899,158,20240522,Laptop,21.6,67.4,0,
45847,2294,70,20240924,Mobile,76.2,65.1,0,5.0
45848,2820,328,20231102,Laptop,82.7,80.3,0,5.0
45849,1302,507,20241220,Tablet,39.6,94.2,1,1.0
45850,2111,500,20241120,Mobile,12.5,23.2,0,3.0
45851,1129,136,20241006,Smart TV,6.5,26.9,0,5.0
45852,1126,390,20241115,Smart TV,22.9,22.0,0,
45853,2588,432,20230721,Laptop,111.0,74.0,0,
45854,424,444,20240713,Smart TV,64.2,54.0,0,
45855,2249,218,20231212,Smart TV,104.5,76.3,0,4.0
45856,2706,174,20231125,Laptop,94.7,69.7,0,3.0
45857,1725,246,20240803,Laptop,72.6,42.7,0,2.0
45858,2110,134,20240427,Web Browser,82.3,75.5,0,
45859,1445,65,20240430,Laptop,29.5,53.6,0,
45860,997,415,20241023,Web Browser,11.8,40.8,0,
45861,2505,40,20240914,Laptop,9.6,41.6,0,1.0
45862,2186,365,20241017,Web Browser,70.6,49.0,0,
45863,1533,94,20241109,Smart TV,55.6,56.2,0,5.0
45864,487,592,20240503,Smart TV,39.2,36.0,0,5.0
45865,1597,67,20231224,Smart TV,7.5,21.5,0,4.0
45866,1234,64,20240130,Mobile,65.1,71.5,0,4.0
45867,1179,196,20240621,Smart TV,18.9,62.8,0,3.0
45868,2505,25,20241118,Mobile,11.4,28.6,0,4.0
45869,15,169,20240524,Smart TV,26.9,29.8,0,4.0
45870,1330,54,20230904,Smart TV,117.8,71.4,0,1.0
45871,1616,168,20230315,Mobile,11.5,38.2,0,5.0
45872,2717,157,20241229,Smart TV,50.2,36.9,0,
45873,385,294,20241207,Smart TV,120.1,82.2,0,2.0
45874,303,113,20241107,Smart TV,50.2,56.4,0,
45875,2814,344,20240525,Mobile,84.4,51.5,0,5.0
45876,1676,309,20241012,Smart TV,5.2,15.4,0,5.0
45877,453,188,20241125,Mobile,63.1,36.5,0,5.0
45878,1905,328,20241209,Tablet,22.5,21.9,0,2.0
45879,2660,99,20230801,Mobile,42.5,28.2,0,5.0
45880,717,78,20240930,Smart TV,41.4,48.2,0,
45881,2017,284,20241211,Web Browser,9.5,25.1,0,3.0
45882,627,10,20241228,Mobile,56.6,57.2,0,4.0
45883,994,223,20241228,Gaming Console,133.0,96.4,1,
45884,71,396,20241019,Smart TV,36.5,73.0,0,2.0
45885,870,312,20240805,Mobile,26.7,47.7,0,
45886,50,582,20230925,Smart TV,95.2,87.4,0,
45887,653,188,20231203,Laptop,140.2,81.1,0,
45888,1311,113,20241203,Web Browser,64.8,72.8,0,1.0
45889,1624,195,20241220,Web Browser,22.7,19.1,0,1.0
45890,1248,455,20240703,Smart TV,80.0,70.2,0,
45891,1915,180,20230913,Web Browser,56.8,53.1,0,2.0
45892,2375,436,20241203,Smart TV,59.2,33.8,0,5.0
45893,1914,482,20240823,Smart TV,31.0,60.9,0,3.0
45894,2922,295,20231227,Laptop,15.9,12.6,0,3.0
45895,1792,454,20241114,Mobile,86.8,49.6,0,5.0
45896,189,408,20240729,Smart TV,90.1,61.3,0,
45897,2806,265,20231218,Smart TV,46.1,33.6,0,
45898,1397,540,20240505,Mobile,11.7,30.9,0,3.0
45899,2137,466,20241004,Tablet,74.1,87.1,0,4.0
45900,1106,216,20240923,Smart TV,79.4,48.7,0,
45901,2265,186,20230719,Gaming Console,10.9,36.4,0,2.0
45902,414,503,20230531,Smart TV,71.2,82.8,0,4.0
45903,1943,349,20240827,Smart TV,40.8,47.9,0,3.0
45904,231,475,20231222,Gaming Console,74.5,54.4,0,5.0
45905,2370,500,20240728,Laptop,27.2,50.3,0,5.0
45906,2690,451,20240513,Tablet,25.9,64.8,0,
45907,1281,559,20240823,Mobile,90.5,68.6,0,4.0
45908,89,400,20231217,Laptop,36.8,96.7,1,5.0
45909,505,211,20241218,Laptop,108.2,76.7,0,4.0
45910,546,560,20231003,Smart TV,18.4,36.2,0,2.0
45911,1328,9,20241109,Laptop,48.1,58.0,0,
45912,51,187,20231127,Laptop,60.9,38.6,0,2.0
45913,1835,597,20241105,Web Browser,105.0,69.1,0,
45914,1513,390,20240722,Laptop,54.7,52.6,0,5.0
45915,2286,325,20241227,Mobile,29.5,20.5,0,1.0
45916,2561,124,20240902,Web Browser,14.2,17.7,0,5.0
45917,1394,542,20240722,Smart TV,12.4,24.4,0,
45918,655,87,20240501,Laptop,13.1,11.8,0,5.0
45919,1362,566,20241123,Mobile,22.7,40.6,0,
45920,2542,94,20240317,Laptop,70.7,71.4,0,3.0
45921,2097,498,20240412,Mobile,44.4,40.4,0,3.0
45922,2412,582,20241004,Gaming Console,80.1,73.5,0,2.0
45923,2350,422,20230924,Tablet,4.9,24.4,0,5.0
45924,2851,149,20240718,Laptop,8.7,24.1,0,3.0
45925,512,54,20240813,Mobile,72.5,43.9,0,3.0
45926,1288,152,20240530,Smart TV,20.5,97.7,1,5.0
45927,2919,266,20241029,Mobile,96.6,83.3,0,
45928,1248,72,20241115,Mobile,55.1,54.0,0,
45929,6,56,20240508,Smart TV,43.3,37.6,0,3.0
45930,734,444,20240405,Mobile,77.6,65.2,0,4.0
45931,341,488,20241103,Laptop,92.2,74.9,0,5.0
45932,1643,341,20240319,Laptop,100.9,57.0,0,2.0
45933,547,597,20240919,Mobile,74.2,48.8,0,5.0
45934,2566,481,20230416,Tablet,12.6,24.7,0,1.0
45935,353,370,20241227,Mobile,26.6,72.0,0,1.0
45936,590,470,20241018,Mobile,81.0,58.7,0,
45937,2475,225,20230310,Smart TV,98.9,63.4,0,1.0
45938,1038,196,20241203,Tablet,10.1,33.6,0,
45939,2636,569,20241215,Mobile,77.1,70.7,0,4.0
45940,1688,250,20240828,Mobile,64.8,46.6,0,1.0
45941,1477,581,20241015,Smart TV,59.2,48.9,0,
45942,1499,14,20230115,Gaming Console,15.1,29.0,0,5.0
45943,382,560,20240627,Laptop,40.1,78.7,0,
45944,2527,506,20241125,Gaming Console,90.0,72.6,0,
45945,1978,360,20240626,Mobile,14.0,35.1,0,5.0
45946,2427,325,20241030,Mobile,34.2,23.7,0,4.0
45947,2089,269,20241210,Smart TV,52.1,86.9,0,
45948,859,440,20240919,Mobile,85.2,57.2,0,
45949,2845,149,20240821,Mobile,30.1,83.7,0,
45950,865,115,20230619,Web Browser,11.2,41.4,0,2.0
45951,2549,70,20241208,Laptop,56.7,48.5,0,1.0
45952,1615,217,20241218,Smart TV,19.3,41.1,0,4.0
45953,1755,168,20240513,Mobile,20.9,69.7,0,4.0
45954,2929,336,20240409,Laptop,87.5,87.5,0,5.0
45955,652,436,20241202,Tablet,73.1,41.8,0,
45956,1734,31,20241103,Mobile,26.4,58.7,0,5.0
45957,1612,535,20241110,Smart TV,85.1,56.7,0,3.0
45958,1904,245,20241207,Gaming Console,80.3,57.8,0,5.0
45959,2664,523,20241025,Smart TV,35.6,98.9,1,1.0
45960,1335,416,20240818,Smart TV,23.5,13.7,0,1.0
45961,1088,270,20241206,Smart TV,59.5,37.4,0,2.0
45962,703,6,20241217,Smart TV,44.4,49.9,0,5.0
45963,1066,297,20240928,Laptop,31.2,26.6,0,4.0
45964,2714,108,20240502,Tablet,76.8,58.2,0,
45965,2096,44,20241225,Smart TV,5.9,21.7,0,5.0
45966,249,83,20241231,Mobile,46.2,37.0,0,
45967,98,574,20240321,Mobile,26.0,23.2,0,3.0
45968,2047,523,20230319,Laptop,25.5,70.8,0,3.0
45969,2509,62,20241110,Web Browser,47.3,45.1,0,3.0
45970,516,467,20241221,Gaming Console,99.3,64.9,0,
45971,1460,124,20241106,Mobile,42.5,53.1,0,
45972,1846,213,20241021,Tablet,14.7,16.4,0,1.0
45973,1300,430,20241224,Mobile,10.0,23.3,0,4.0
45974,601,460,20240814,Mobile,29.4,16.5,0,5.0
45975,870,412,20241025,Gaming Console,26.2,23.4,0,5.0
45976,1691,68,20240921,Smart TV,10.7,9.1,0,1.0
45977,1109,533,20241129,Laptop,142.8,90.9,1,
45978,1221,466,20241117,Mobile,14.2,16.7,0,5.0
45979,1890,183,20231002,Mobile,81.5,97.1,1,5.0
45980,1320,319,20231202,Smart TV,21.6,36.1,0,
45981,1035,269,20240224,Tablet,54.2,90.4,1,5.0
45982,1656,114,20240608,Tablet,121.5,83.3,0,5.0
45983,1221,52,20241007,Tablet,47.3,50.3,0,
45984,2072,98,20241029,Mobile,102.5,80.1,0,2.0
45985,2335,316,20241230,Laptop,23.2,96.5,1,3.0
45986,854,358,20240624,Laptop,61.9,34.4,0,1.0
45987,818,582,20240217,Web Browser,70.4,64.6,0,3.0
45988,1878,124,20230424,Mobile,63.0,78.8,0,5.0
45989,199,39,20241231,Smart TV,60.8,52.8,0,
45990,157,107,20240930,Smart TV,77.8,55.6,0,
45991,2796,356,20241219,Laptop,56.8,46.9,0,2.0
45992,1315,334,20231010,Mobile,64.2,40.6,0,
